73358,arcu.,7036
88693,gravida.,36098
48015,Proin,12057
85992,Mauris,48163
36837,Morbi,62823
4120,scelerisque,61988
94596,enim.,99328
98106,tellus,13483
25759,eros,75683
12473,elit.,7794
69898,dictum,28247
85998,Duis,37162
90649,Vivamus,72630
51695,non,53672
11439,egestas,41229
52977,et,26838
63976,morbi,19187
98669,ultrices,31073
58855,tempor,50820
56479,mauris,92939
57810,Morbi,88332
77982,Nulla,92221
2568,nunc.,29336
71381,Donec,32344
52468,nulla,40717
19364,molestie.,6259
55162,nec,10736
26240,ac,74776
97318,interdum,38270
6000,magna.,80680
3929,vel,96708
83857,egestas.,23308
58935,interdum,55413
66188,eu,30399
77608,imperdiet,70786
34181,iaculis,14442
78917,nec,24290
85663,Cras,31701
42378,Curabitur,94520
76064,ligula.,34939
40361,Nunc,68312
81408,mauris,91525
42999,sollicitudin,83981
1870,scelerisque,13555
80035,mus.,43541
26742,magnis,39589
30759,Donec,95474
86638,lorem,26687
62552,Donec,74893
32331,malesuada,87792
65863,fermentum,94775
46983,molestie,37714
46576,orci,3071
63377,montes,80986
50059,tellus,72797
12006,a,57172
65881,facilisi.,13886
22579,Mauris,27303
56668,blandit,59940
81098,montes,64354
17651,In,72749
90064,egestas.,32509
56497,Mauris,99836
70969,augue,64708
23096,leo,33974
28704,magna,50464
80096,adipiscing,49728
9160,libero.,39975
47060,sem,75654
55172,consectetuer,21948
53767,et,36908
58729,fames,9830
37860,dis,53200
29373,at,31285
51017,parturient,36756
85487,metus.,80854
74177,ultrices,67511
32994,tellus,10989
77829,arcu.,48053
55569,Nulla,22670
28938,dui.,49374
5870,velit.,9376
74319,velit.,61203
64066,ligula.,32736
48939,Phasellus,19074
15920,vel,84106
78339,orci,22419
20278,metus,29349
10108,molestie.,79527
97392,rhoncus.,26154
12997,ridiculus,5679
49474,faucibus,79315
67861,eleifend.,85302
12351,Donec,27550
47535,dapibus,51478
56268,placerat,50967
28674,Mauris,45833
36910,sem,65891
82016,consectetuer,18646
40157,Donec,86241
42427,lacus.,84398
90998,natoque,85330
83892,tempor,18887
47098,Curabitur,40644
85054,velit.,8436
29088,luctus,15560
2593,tortor.,81917
39284,turpis,44737
85652,risus.,99166
93248,neque,35483
44930,Donec,59789
88613,neque.,5497
46369,in,71139
71363,vel,91206
78683,nisl.,42714
48210,nec,16335
78278,Maecenas,99938
53424,turpis,54623
16210,scelerisque,9075
26718,adipiscing,17238
50455,dapibus,24500
24993,sodales,64104
7806,metus.,70999
